v1 t=0 w=0 g=0 pan=0 hp=100/100 hero=(0,-44) pro=(-1.8,-45.1) alive=0 wr=0 works=2/0 {"lantern_post":2} cc=0/2
v95 t=239 w=7 g=138 pan=210 hp=84/100 hero=(-25.8,-8) pro=(-26.5,33) alive=60 wr=25 works=1/1 {"lantern_post":2} cc=0/2
v96 t=239.1 w=7 g=138 pan=210 hp=84/100 hero=(-25.7,-8) pro=(-26.8,33) alive=60 wr=25 works=1/1 {"lantern_post":2} cc=0/2
v97 t=239.1 w=7 g=138 pan=210 hp=84/100 hero=(-25.5,-8) pro=(-27.1,32.9) alive=60 wr=25 works=0/2 {"lantern_post":2} cc=0/2
v98 t=240 w=8 g=138 pan=210 hp=84/100 hero=(-20.5,-8) pro=(-31.4,32.1) alive=60 wr=25 works=0/2 {"lantern_post":2} cc=0/2
v99 t=242.8 w=8 g=134 pan=210 hp=84/100 hero=(-25.8,-8) pro=(-24.6,33.1) alive=60 wr=25 works=1/1 {"lantern_post":2} cc=0/2
v100 t=242.9 w=8 g=134 pan=210 hp=84/100 hero=(-25.7,-8) pro=(-24.2,33.3) alive=60 wr=25 works=1/1 {"lantern_post":2} cc=0/2
v101 t=243 w=8 g=134 pan=210 hp=84/100 hero=(-25.5,-8) pro=(-24.4,33.3) alive=60 wr=25 works=1/1 {"lantern_post":2} cc=0/2
v102 t=243 w=8 g=134 pan=210 hp=84/100 hero=(-25.4,-8) pro=(-24.7,33.2) alive=60 wr=25 works=0/2 {"lantern_post":2} cc=0/2
v103 t=246.1 w=8 g=130 pan=210 hp=84/100 hero=(-25.1,-8) pro=(-22.7,33.9) alive=60 wr=25 works=1/1 {"lantern_post":2} cc=0/2
v104 t=246.2 w=8 g=130 pan=210 hp=84/100 hero=(-25,-8) pro=(-22.2,34) alive=60 wr=25 works=1/1 {"lantern_post":2} cc=0/2
v105 t=246.2 w=8 g=130 pan=210 hp=84/100 hero=(-24.8,-8) pro=(-22.5,33.9) alive=60 wr=25 works=1/1 {"lantern_post":2} cc=0/2
v106 t=246.4 w=8 g=130 pan=210 hp=84/100 hero=(-23.9,-8) pro=(-23.5,33.7) alive=60 wr=25 works=0/2 {"lantern_post":2} cc=0/2
v107 t=249.6 w=8 g=126 pan=210 hp=84/100 hero=(-25.6,-8) pro=(-23.1,33.8) alive=60 wr=25 works=1/1 {"lantern_post":2} cc=0/2
v108 t=249.7 w=8 g=126 pan=210 hp=84/100 hero=(-25.6,-8) pro=(-23,33.8) alive=60 wr=25 works=1/1 {"lantern_post":2} cc=0/2
v109 t=249.8 w=8 g=126 pan=210 hp=84/100 hero=(-25.6,-8) pro=(-23.8,33.6) alive=60 wr=25 works=0/2 {"lantern_post":2} cc=0/2
v110 t=253.9 w=8 g=122 pan=210 hp=84/100 hero=(-14.3,-8) pro=(-22,34) alive=60 wr=25 works=1/1 {"lantern_post":2} cc=0/2
v111 t=254 w=8 g=122 pan=210 hp=84/100 hero=(-14.4,-8) pro=(-22,33.7) alive=60 wr=25 works=1/1 {"lantern_post":2} cc=0/2
v112 t=254.1 w=8 g=122 pan=210 hp=84/100 hero=(-14.9,-8) pro=(-21.9,33.5) alive=60 wr=25 works=0/2 {"lantern_post":2} cc=0/2
v113 t=266.7 w=8 g=182 pan=270 hp=84/100 hero=(-25.6,-8) pro=(22,34) alive=60 wr=25 works=0/2 {"lantern_post":2} cc=0/2
v114 t=268.7 w=8 g=182 pan=270 hp=84/100 hero=(-14.3,-8) pro=(19.8,31.7) alive=60 wr=25 works=0/2 {"lantern_post":2} cc=0/2
v115 t=270 w=9 g=182 pan=270 hp=84/100 hero=(-21.9,-8) pro=(17.3,29) alive=60 wr=25 works=0/2 {"lantern_post":2} cc=0/2F
v116 t=300 w=10 g=182 pan=270 hp=84/100 hero=(-25.8,-8) pro=(-27.4,-9.2) alive=60 wr=25 works=0/2 {"lantern_post":2} cc=0/2F
v117 t=312 w=10 g=238 pan=330 hp=84/100 hero=(-25.8,-8) pro=(-22,34) alive=60 wr=25 works=1/1 {"lantern_post":2} cc=0/2F
v118 t=313 w=10 g=238 pan=330 hp=84/100 hero=(-20.8,-8) pro=(-22,33.9) alive=60 wr=25 works=1/1 {"lantern_post":2} cc=0/2F
v119 t=313.4 w=10 g=238 pan=330 hp=84/100 hero=(-22.6,-8) pro=(-22,32.7) alive=60 wr=25 works=1/1 {"lantern_post":2} cc=0/2F
v120 t=313.6 w=10 g=238 pan=330 hp=84/100 hero=(-23.6,-8) pro=(-22.1,32.2) alive=60 wr=25 works=1/1 {"lantern_post":2} cc=0/2F
v121 t=313.7 w=10 g=238 pan=330 hp=84/100 hero=(-24.2,-8) pro=(-22.1,32) alive=60 wr=25 works=0/2 {"lantern_post":2} cc=0/2F
v122 t=315.5 w=10 g=238 pan=330 hp=84/100 hero=(-14.3,-8) pro=(-21.9,26.9) alive=60 wr=25 works=0/2 {"lantern_post":2} cc=0/2F
v123 t=330 w=11 g=238 pan=330 hp=84/100 hero=(-25.8,-8) pro=(-27.7,-9.3) alive=60 wr=25 works=0/2 {"lantern_post":2} cc=0/2F
v124 t=346.9 w=11 g=264 pan=360 hp=84/100 hero=(-14.3,-8) pro=(34,30) alive=60 wr=25 works=1/1 {"lantern_post":2} cc=0/2F
v125 t=350.8 w=11 g=264 pan=360 hp=84/100 hero=(-25.8,-8) pro=(29.9,19.3) alive=60 wr=25 works=1/1 {"lantern_post":2} cc=0/2F
v126 t=350.8 w=11 g=264 pan=360 hp=84/100 hero=(-25.8,-8) pro=(29.9,19.1) alive=60 wr=25 works=1/1 {"lantern_post":2} cc=0/2F
v127 t=351.2 w=11 g=264 pan=360 hp=84/100 hero=(-25.8,-8) pro=(29.6,17.4) alive=60 wr=25 works=1/1 {"lantern_post":2} cc=0/2F
v128 t=351.3 w=11 g=264 pan=360 hp=84/100 hero=(-25.7,-8) pro=(29.6,17.1) alive=60 wr=25 works=0/2 {"lantern_post":2} cc=0/2F
v129 t=360 w=12 g=209 pan=360 hp=84/100 hero=(-25.4,-8) pro=(19.6,-23.1) alive=60 wr=25 works=2/2 {"sentry_beacon":2,"lantern_post":2} cc=0/2F
v130 t=386.6 w=12 g=50 pan=390 hp=84/100 hero=(-14.3,-8) pro=(-14.2,31.4) alive=60 wr=25 works=7/1 {"sentry_beacon":6,"lantern_post":2} cc=2/2F
v131 t=387.3 w=12 g=50 pan=390 hp=84/100 hero=(-17.9,-8) pro=(-10.9,31.6) alive=60 wr=25 works=7/1 {"sentry_beacon":6,"lantern_post":2} cc=2/2F
v132 t=387.3 w=12 g=50 pan=390 hp=84/100 hero=(-18.3,-8) pro=(-10.5,31.7) alive=60 wr=25 works=7/1 {"sentry_beacon":6,"lantern_post":2} cc=2/2F
v133 t=387.4 w=12 g=50 pan=390 hp=84/100 hero=(-18.5,-8) pro=(-10.4,31.7) alive=60 wr=25 works=6/2 {"sentry_beacon":6,"lantern_post":2} cc=2/2F
v134 t=390 w=13 g=50 pan=390 hp=84/100 hero=(-25.6,-8) pro=(-7.8,25.7) alive=60 wr=25 works=6/2 {"sentry_beacon":6,"lantern_post":2} cc=2/2F
v135 t=420 w=14 g=40 pan=410 hp=84/100 hero=(-25.6,-8) pro=(-5.9,4.9) alive=63 wr=28 works=9/2 {"sentry_beacon":6,"palisade":3,"lantern_post":2} cc=1/2F
v136 t=450 w=15 g=20 pan=420 hp=84/100 hero=(-14.3,-8) pro=(-24.4,18.8) alive=62 wr=27 works=12/2 {"sentry_beacon":6,"palisade":6,"lantern_post":2} cc=1/2F
v137 t=455.6 w=15 g=20 pan=420 hp=84/100 hero=(-25.6,-8) pro=(-21.9,10.8) alive=60 wr=25 works=12/2 {"sentry_beacon":6,"palisade":6,"lantern_post":2} cc=2/2F PO
v138 t=480 w=16 g=20 pan=430 hp=109/125 hero=(-14.3,-8) pro=(-27.6,-8.8) alive=60 wr=25 works=13/2 {"sentry_beacon":6,"palisade":7,"lantern_post":2} cc=2/2F
v139 t=495.7 w=16 g=16 pan=440 hp=109/125 hero=(-25.6,-8) pro=(-22,34) alive=60 wr=25 works=15/1 {"sentry_beacon":6,"palisade":8,"lantern_post":2} cc=2/2F
v140 t=498.5 w=16 g=16 pan=440 hp=109/125 hero=(-14.3,-8) pro=(-17.5,31.3) alive=60 wr=25 works=15/1 {"sentry_beacon":6,"palisade":8,"lantern_post":2} cc=2/2F
v141 t=498.6 w=16 g=16 pan=440 hp=109/125 hero=(-14.3,-8) pro=(-17.4,31.3) alive=60 wr=25 works=15/1 {"sentry_beacon":6,"palisade":8,"lantern_post":2} cc=2/2F
v142 t=498.9 w=16 g=16 pan=440 hp=109/125 hero=(-16.1,-8) pro=(-15.6,31.5) alive=60 wr=25 works=15/1 {"sentry_beacon":6,"palisade":8,"lantern_post":2} cc=2/2F
v143 t=499.1 w=16 g=16 pan=440 hp=109/125 hero=(-16.9,-8) pro=(-15,31.5) alive=60 wr=25 works=14/2 {"sentry_beacon":6,"palisade":8,"lantern_post":2} cc=2/2F
v144 t=506.9 w=16 g=26 pan=450 hp=109/125 hero=(-25.6,-8) pro=(22,34) alive=60 wr=25 works=14/2 {"sentry_beacon":6,"palisade":8,"lantern_post":2} cc=2/2F
v145 t=510 w=17 g=26 pan=450 hp=109/125 hero=(-25.6,-8) pro=(12.9,22.5) alive=60 wr=25 works=14/2 {"sentry_beacon":6,"palisade":8,"lantern_post":2} cc=2/2F
v146 t=540 w=18 g=21 pan=455 hp=109/125 hero=(-14.3,-8) pro=(-9.5,-1.1) alive=60 wr=25 works=15/2 {"sentry_beacon":6,"palisade":9,"lantern_post":2} cc=2/2F
v147 t=570 w=19 g=21 pan=465 hp=109/125 hero=(-25.6,-8) pro=(-6.9,-2.5) alive=60 wr=25 works=16/2 {"sentry_beacon":6,"palisade":10,"lantern_post":2} cc=2/2F
v148 t=600 w=20 g=21 pan=475 hp=0/125 hero=(-14.3,-8) pro=(-8.8,-9.7) alive=60 wr=25 works=17/2 {"sentry_beacon":6,"palisade":11,"lantern_post":2} cc=2/2F
