  1 t=     0 w 0 g=   0 pan=    0 hp=  100/100 hero=(0,12) alv= 0 wr=0 th=0 st=0 wk=0 {}
  2 t=   5.8 w 0 g=  30 pan=   30 hp=  100/100 hero=(0,12) alv= 0 wr=0 th=0 st=0 wk=0 {}
  3 t=  14.4 w 0 g=  60 pan=   60 hp=  100/100 hero=(0,12) alv= 3 wr=0 th=0 st=0 wk=0 {}
  4 t= 14.47 w 0 g=  60 pan=   60 hp=  100/100 hero=(0,12) alv= 3 wr=0 th=0 st=0 wk=0 {}
  5 t= 20.77 w 0 g=  10 pan=   60 hp=  100/100 hero=(0,12) alv= 3 wr=0 th=0 st=1 wk=0 {"turret":1}
  6 t= 20.93 w 0 g=  10 pan=   60 hp=  100/100 hero=(0,12) alv= 3 wr=0 th=0 st=1 wk=0 {"turret":1}
  7 t=  21.1 w 0 g=  10 pan=   60 hp=  100/100 hero=(0,12) alv= 3 wr=0 th=0 st=1 wk=0 {"turret":1}
  8 t=  21.3 w 0 g=  10 pan=   60 hp=  100/100 hero=(0,12) alv= 3 wr=0 th=0 st=1 wk=0 {"turret":1}
  9 t=    30 w 1 g=  10 pan=   60 hp=  100/100 hero=(0,12) alv= 7 wr=0 th=0 st=1 wk=0 {"turret":1}
 10 t= 31.93 w 1 g=  40 pan=   90 hp=  100/100 hero=(0,12) alv= 7 wr=0 th=0 st=1 wk=0 {"turret":1}
 11 t= 60.03 w 2 g=  29 pan=  104 hp=  100/100 hero=(0,12) alv=17 wr=0 th=0 st=2 wk=0 {"sentry_beacon":1,"turret":1}
 12 t=  63.9 w 2 g=  45 pan=  120 hp=  100/100 hero=(0,12) alv=14 wr=0 th=0 st=2 wk=0 {"sentry_beacon":1,"turret":1}
 13 t= 67.97 w 2 g=  75 pan=  150 hp=  100/100 hero=(0,12) alv=10 wr=0 th=0 st=2 wk=0 {"sentry_beacon":1,"turret":1}
 14 t= 68.03 w 2 g=  75 pan=  150 hp=  100/100 hero=(0,12) alv=14 wr=0 th=0 st=2 wk=0 {"sentry_beacon":1,"turret":1}
 15 t= 90.03 w 3 g=   5 pan=  150 hp=  100/100 hero=(0,12) alv=11 wr=0 th=0 st=3 wk=0 {"sentry_beacon":1,"turret":2}
 16 t=  95.9 w 3 g=  35 pan=  180 hp=  100/100 hero=(0,12) alv= 5 wr=0 th=0 st=3 wk=0 {"sentry_beacon":1,"turret":2}
 17 t=  99.4 w 3 g=  65 pan=  210 hp=  100/100 hero=(0,12) alv= 6 wr=0 th=0 st=3 wk=0 {"sentry_beacon":1,"turret":2}
 18 t=120.03 w 4 g=   5 pan=  210 hp=  100/100 hero=(0,12) alv=14 wr=0 th=2 st=4 wk=0 {"sentry_beacon":1,"stockpile":1,"turret":2}
 19 t=121.33 w 4 g=   5 pan=  210 hp=  100/100 hero=(0,12) alv=11 wr=0 th=2 st=4 wk=0 {"sentry_beacon":1,"stockpile":1,"turret":2} OFFER
 20 t=122.57 w 4 g=  35 pan=  240 hp=  100/100 hero=(0,12) alv=10 wr=0 th=2 st=4 wk=0 {"sentry_beacon":1,"stockpile":1,"turret":2}
 21 t=125.17 w 4 g=  35 pan=  240 hp=  100/100 hero=(0,12) alv= 6 wr=0 th=0 st=4 wk=0 {"sentry_beacon":1,"stockpile":1,"turret":2} OFFER
 22 t=126.47 w 4 g=  65 pan=  270 hp=  100/100 hero=(0,12) alv= 5 wr=0 th=0 st=4 wk=0 {"sentry_beacon":1,"stockpile":1,"turret":2}
 23 t= 130.2 w 4 g=  65 pan=  270 hp=  100/100 hero=(0,12) alv=10 wr=2 th=1 st=4 wk=0 {"sentry_beacon":1,"stockpile":1,"turret":2}
 24 t= 132.7 w 4 g=   5 pan=  270 hp=  100/100 hero=(0,12) alv= 8 wr=1 th=1 st=5 wk=0 {"sentry_beacon":1,"stockpile":2,"turret":2} OFFER
 25 t=138.13 w 4 g=   5 pan=  270 hp=  125/125 hero=(0,12) alv= 3 wr=0 th=0 st=5 wk=0 {"sentry_beacon":1,"stockpile":2,"turret":2} OFFER
 26 t=150.03 w 5 g=   5 pan=  270 hp=  125/125 hero=(0,12) alv=10 wr=0 th=2 st=5 wk=0 {"sentry_beacon":1,"stockpile":2,"turret":2}
 27 t=151.17 w 5 g=   5 pan=  270 hp=  125/125 hero=(0,12) alv= 9 wr=0 th=2 st=5 wk=0 {"sentry_beacon":1,"stockpile":2,"turret":2} OFFER
 28 t=154.23 w 5 g=  35 pan=  300 hp=  125/125 hero=(0,12) alv= 6 wr=0 th=1 st=5 wk=0 {"sentry_beacon":1,"stockpile":2,"turret":2}
 29 t=157.93 w 5 g=  65 pan=  330 hp=  125/125 hero=(0,12) alv= 2 wr=0 th=0 st=5 wk=0 {"sentry_beacon":1,"stockpile":2,"turret":2}
 54 t=220.27 w 7 g=  76 pan=  450 hp=  150/150 hero=(0,12) alv=21 wr=2 th=2 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
 55 t=221.13 w 7 g=  76 pan=  450 hp=  150/150 hero=(0,12) alv=21 wr=2 th=2 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
 56 t=227.23 w 7 g=  82 pan=  450 hp=  150/150 hero=(0,12) alv=14 wr=1 th=0 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2} OFFER
 57 t=240.03 w 8 g=  97 pan=  450 hp=  175/175 hero=(0,12) alv=25 wr=0 th=2 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
 58 t=241.97 w 8 g= 130 pan=  480 hp=  175/175 hero=(0,12) alv=24 wr=0 th=2 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
 59 t=247.27 w 8 g=  56 pan=  510 hp=  175/175 hero=(3.3,16.9) alv=16 wr=0 th=1 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
 60 t= 247.6 w 8 g=  56 pan=  510 hp=  175/175 hero=(2.5,15.8) alv=15 wr=0 th=1 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2} OFFER
 61 t= 263.9 w 8 g=  71 pan=  510 hp=  175/175 hero=(0.1,12.2) alv=16 wr=0 th=0 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2} OFFER
 62 t= 269.8 w 8 g= 110 pan=  540 hp=  175/175 hero=(0.1,12.2) alv=16 wr=0 th=0 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
 63 t=270.03 w 9 g= 110 pan=  540 hp=  175/175 hero=(-0.2,12.9) alv=32 wr=0 th=3 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
 64 t=274.87 w 9 g=  36 pan=  570 hp=  175/175 hero=(-2.4,16.9) alv=22 wr=0 th=2 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
 65 t= 281.7 w 9 g=  42 pan=  570 hp=  175/175 hero=(-0.1,12.3) alv=30 wr=2 th=3 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
 66 t=282.47 w 9 g=  42 pan=  570 hp=  175/175 hero=(-0.1,12.3) alv=29 wr=2 th=2 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2} OFFER
 67 t= 282.6 w 9 g=  42 pan=  570 hp=  175/175 hero=(-0.1,12.3) alv=29 wr=2 th=2 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
 68 t=   300 w10 g=  57 pan=  570 hp=  175/175 hero=(-0.1,12.3) alv=37 wr=0 th=3 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
 69 t=301.73 w10 g=  57 pan=  570 hp=  175/175 hero=(-0.1,12.3) alv=34 wr=0 th=3 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2} OFFER
 70 t=306.17 w10 g=  83 pan=  600 hp=  175/175 hero=(-0.1,12.3) alv=24 wr=0 th=1 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
 71 t= 310.8 w10 g=  89 pan=  600 hp=  175/175 hero=(-0.1,12.3) alv=38 wr=3 th=3 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
 72 t=313.33 w10 g= 109 pan=  630 hp=  175/175 hero=(-0.1,12.3) alv=34 wr=2 th=2 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
 73 t= 318.6 w10 g= 115 pan=  630 hp=  175/175 hero=(-0.1,12.3) alv=30 wr=1 th=0 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2} OFFER
 74 t=   330 w11 g= 122 pan=  630 hp=  175/175 hero=(-0.1,12.3) alv=49 wr=0 th=3 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
 75 t=335.93 w11 g= 158 pan=  660 hp=  175/175 hero=(-0.1,12.3) alv=46 wr=0 th=3 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
 76 t=345.23 w11 g= 157 pan=  660 hp=  175/175 hero=(-0.1,12.3) alv=52 wr=3 th=2 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2} OFFER
 77 t=346.37 w11 g= 190 pan=  690 hp=  175/175 hero=(-0.1,12.3) alv=51 wr=3 th=1 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
 78 t=   360 w12 g= 202 pan=  690 hp=  175/175 hero=(-0.1,12.3) alv=60 wr=2 th=4 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
 79 t=362.47 w12 g= 232 pan=  720 hp=  175/175 hero=(-0.1,12.3) alv=56 wr=2 th=4 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
 80 t=365.53 w12 g= 238 pan=  720 hp=  175/175 hero=(-0.1,12.3) alv=50 wr=2 th=3 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2} OFFER
 81 t= 383.7 w12 g= 263 pan=  727 hp=  175/175 hero=(-0.1,12.3) alv=47 wr=4 th=0 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2} OFFER
 82 t=   390 w13 g=  12 pan=  727 hp=  175/175 hero=(3.3,16.9) alv=60 wr=4 th=4 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
 83 t=394.37 w13 g=  48 pan=  757 hp=  175/175 hero=(0.2,12.3) alv=52 wr=4 th=2 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
 84 t=397.83 w13 g=  74 pan=  780 hp=  175/175 hero=(0.2,12.3) alv=44 wr=4 th=1 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
 85 t=401.03 w13 g=  77 pan=  780 hp=  175/175 hero=(0.2,12.3) alv=59 wr=6 th=4 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
 86 t=401.33 w13 g=  77 pan=  780 hp=  175/175 hero=(0.2,12.3) alv=58 wr=6 th=3 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
 87 t=401.93 w13 g=  77 pan=  780 hp=  175/175 hero=(0.2,12.3) alv=57 wr=6 th=3 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
 88 t=401.97 w13 g=  77 pan=  780 hp=  175/175 hero=(0.2,12.3) alv=57 wr=6 th=3 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
 89 t=402.23 w13 g=  77 pan=  780 hp=  175/175 hero=(0.2,12.3) alv=57 wr=6 th=3 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
 90 t=402.83 w13 g=  67 pan=  780 hp=  175/175 hero=(0.2,12.3) alv=56 wr=6 th=1 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
 91 t=402.87 w13 g=  67 pan=  780 hp=  175/175 hero=(0.2,12.3) alv=56 wr=6 th=1 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
 92 t=403.13 w13 g=  67 pan=  780 hp=  175/175 hero=(0.2,12.3) alv=55 wr=6 th=1 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
 93 t=403.73 w13 g=  67 pan=  780 hp=  175/175 hero=(0.2,12.3) alv=56 wr=6 th=1 st=8 wk=1 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
 94 t=403.77 w13 g=  67 pan=  780 hp=  175/175 hero=(0.2,12.3) alv=56 wr=6 th=1 st=8 wk=1 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
 95 t=404.67 w13 g=  70 pan=  780 hp=  175/175 hero=(0.2,12.3) alv=56 wr=5 th=1 st=8 wk=1 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
 96 t=405.13 w13 g=  70 pan=  780 hp=  175/175 hero=(0.2,12.3) alv=54 wr=4 th=1 st=8 wk=1 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2} OFFER
 97 t=405.57 w13 g=  70 pan=  780 hp=  175/175 hero=(0.2,12.3) alv=55 wr=4 th=1 st=7 wk=2 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
 98 t=   420 w14 g=  57 pan=  780 hp=  175/175 hero=(0.2,12.3) alv=60 wr=4 th=3 st=8 wk=1 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
 99 t= 428.1 w14 g=  47 pan=  780 hp=  175/175 hero=(0.2,12.3) alv=60 wr=5 th=4 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
100 t=   429 w14 g=  47 pan=  780 hp=  175/175 hero=(0.2,12.3) alv=60 wr=5 th=4 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
101 t= 429.9 w14 g=  43 pan=  780 hp=  175/175 hero=(0.2,12.3) alv=60 wr=5 th=4 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
102 t= 430.8 w14 g=  41 pan=  780 hp=  175/175 hero=(0.2,12.3) alv=59 wr=5 th=4 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
103 t= 431.7 w14 g=  39 pan=  780 hp=  175/175 hero=(0.2,12.3) alv=60 wr=5 th=4 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
104 t= 432.6 w14 g=  35 pan=  780 hp=  175/175 hero=(0.2,12.3) alv=60 wr=5 th=4 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
105 t= 433.5 w14 g=  35 pan=  780 hp=  175/175 hero=(0.2,12.3) alv=59 wr=5 th=4 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
106 t= 434.4 w14 g=  33 pan=  780 hp=  175/175 hero=(0.2,12.3) alv=60 wr=5 th=4 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
107 t= 435.3 w14 g=  31 pan=  780 hp=  175/175 hero=(0.2,12.3) alv=57 wr=5 th=3 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
108 t=435.37 w14 g=  31 pan=  780 hp=  175/175 hero=(0.2,12.3) alv=56 wr=5 th=2 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2} OFFER
109 t= 436.2 w14 g=  27 pan=  780 hp=  175/175 hero=(0.2,12.3) alv=56 wr=5 th=2 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
110 t= 437.1 w14 g=  27 pan=  780 hp=  175/175 hero=(0.2,12.3) alv=55 wr=5 th=2 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
111 t=   438 w14 g=  25 pan=  780 hp=  175/175 hero=(0.2,12.3) alv=53 wr=5 th=2 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
112 t= 438.9 w14 g=  23 pan=  780 hp=  175/175 hero=(0.2,12.3) alv=52 wr=4 th=2 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
113 t= 439.8 w14 g=  21 pan=  780 hp=  175/175 hero=(0.2,12.3) alv=52 wr=4 th=2 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
114 t= 440.7 w14 g=  19 pan=  780 hp=  175/175 hero=(0.2,12.3) alv=52 wr=4 th=2 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
115 t= 441.6 w14 g=  17 pan=  780 hp=  175/175 hero=(0.2,12.3) alv=52 wr=4 th=2 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
116 t= 442.5 w14 g=  15 pan=  780 hp=  175/175 hero=(0.2,12.3) alv=52 wr=4 th=2 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
117 t= 443.4 w14 g=  11 pan=  780 hp=  175/175 hero=(0.2,12.3) alv=52 wr=4 th=2 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
118 t= 444.3 w14 g=  11 pan=  780 hp=  175/175 hero=(0.2,12.3) alv=52 wr=4 th=2 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
119 t= 445.2 w14 g=   9 pan=  780 hp=  175/175 hero=(0.2,12.3) alv=51 wr=4 th=1 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
120 t= 446.1 w14 g=   7 pan=  780 hp=  175/175 hero=(0.2,12.3) alv=51 wr=4 th=1 st=9 wk=0 {"sentry_beacon":3,"sluice":2,"stockpile":2,"turret":2}
