char-hero-sheet-rotation-r0c0.png	sprite cell	512x512->256x256	178KB->53KB	-126KB
char-hero-sheet-rotation-r0c1.png	sprite cell	512x512->256x256	200KB->55KB	-144KB
char-hero-sheet-rotation-r0c2.png	sprite cell	512x512->256x256	198KB->55KB	-143KB
char-hero-sheet-rotation-r0c3.png	sprite cell	512x512->256x256	199KB->55KB	-143KB
char-hero-sheet-rotation-r1c0.png	sprite cell	512x512->256x256	163KB->47KB	-116KB
char-hero-sheet-rotation-r1c1.png	sprite cell	512x512->256x256	162KB->47KB	-115KB
char-hero-sheet-rotation-r1c2.png	sprite cell	512x512->256x256	170KB->49KB	-120KB
char-hero-sheet-rotation-r1c3.png	sprite cell	512x512->256x256	183KB->51KB	-132KB
char-hero-sheet-rotation-r2c0.png	sprite cell	512x512->256x256	166KB->48KB	-117KB
char-hero-sheet-rotation-r2c1.png	sprite cell	512x512->256x256	172KB->49KB	-123KB
char-hero-sheet-rotation-r2c2.png	sprite cell	512x512->256x256	185KB->54KB	-132KB
char-hero-sheet-rotation-r2c3.png	sprite cell	512x512->256x256	181KB->52KB	-129KB
char-hero-sheet-rotation2-r0c0.png	sprite cell	512x512->256x256	136KB->37KB	-99KB
char-hero-sheet-rotation2-r0c1.png	sprite cell	512x512->256x256	138KB->37KB	-101KB
char-hero-sheet-rotation2-r0c2.png	sprite cell	512x512->256x256	127KB->35KB	-93KB
char-hero-sheet-rotation2-r0c3.png	sprite cell	512x512->256x256	126KB->34KB	-92KB
char-hero-sheet-rotation2-r1c0.png	sprite cell	512x512->256x256	136KB->36KB	-100KB
char-hero-sheet-rotation2-r1c1.png	sprite cell	512x512->256x256	138KB->37KB	-101KB
char-hero-sheet-rotation2-r1c2.png	sprite cell	512x512->256x256	116KB->31KB	-84KB
char-hero-sheet-rotation2-r1c3.png	sprite cell	512x512->256x256	119KB->32KB	-87KB
char-hero-sheet-side-actions-r0c0.png	sprite cell	512x512->256x256	265KB->72KB	-193KB
char-hero-sheet-side-actions-r0c1.png	sprite cell	512x512->256x256	285KB->78KB	-207KB
char-hero-sheet-side-actions-r0c2.png	sprite cell	512x512->256x256	279KB->76KB	-203KB
char-hero-sheet-side-actions-r1c0.png	sprite cell	512x512->256x256	269KB->74KB	-195KB
char-hero-sheet-side-actions-r1c1.png	sprite cell	512x512->256x256	256KB->71KB	-186KB
char-hero-sheet-side-actions-r1c2.png	sprite cell	512x512->256x256	255KB->70KB	-186KB
char-hero-sheet-side-r0c0.png	sprite cell	512x512->256x256	298KB->83KB	-215KB
char-hero-sheet-side-r0c1.png	sprite cell	512x512->256x256	298KB->83KB	-215KB
char-hero-sheet-side-r1c0.png	sprite cell	512x512->256x256	298KB->83KB	-215KB
char-hero-sheet-side-r1c1.png	sprite cell	512x512->256x256	303KB->84KB	-220KB
char-hero-sheet-walk4-a-r0c0.png	sprite cell	512x512->256x256	95KB->28KB	-66KB
char-hero-sheet-walk4-a-r0c1.png	sprite cell	512x512->256x256	98KB->29KB	-69KB
char-hero-sheet-walk4-a-r0c2.png	sprite cell	512x512->256x256	90KB->26KB	-63KB
char-hero-sheet-walk4-a-r0c3.png	sprite cell	512x512->256x256	100KB->30KB	-70KB
char-hero-sheet-walk4-a-r1c0.png	sprite cell	512x512->256x256	103KB->30KB	-73KB
char-hero-sheet-walk4-a-r1c1.png	sprite cell	512x512->256x256	96KB->28KB	-67KB
char-hero-sheet-walk4-a-r1c2.png	sprite cell	512x512->256x256	92KB->27KB	-65KB
char-hero-sheet-walk4-a-r1c3.png	sprite cell	512x512->256x256	91KB->27KB	-64KB
char-hero-sheet-walk4-a-r2c0.png	sprite cell	512x512->256x256	89KB->26KB	-63KB
char-hero-sheet-walk4-a-r2c1.png	sprite cell	512x512->256x256	88KB->26KB	-62KB
char-hero-sheet-walk4-a-r2c2.png	sprite cell	512x512->256x256	83KB->25KB	-58KB
char-hero-sheet-walk4-a-r2c3.png	sprite cell	512x512->256x256	84KB->25KB	-59KB
char-hero-sheet-walk4-a-r3c0.png	sprite cell	512x512->256x256	100KB->30KB	-70KB
char-hero-sheet-walk4-a-r3c1.png	sprite cell	512x512->256x256	100KB->29KB	-70KB
char-hero-sheet-walk4-a-r3c2.png	sprite cell	512x512->256x256	98KB->29KB	-69KB
char-hero-sheet-walk4-a-r3c3.png	sprite cell	512x512->256x256	93KB->28KB	-66KB
char-hero-sheet-walk4-b-r0c0.png	sprite cell	512x512->256x256	91KB->28KB	-64KB
char-hero-sheet-walk4-b-r0c1.png	sprite cell	512x512->256x256	91KB->27KB	-63KB
char-hero-sheet-walk4-b-r0c2.png	sprite cell	512x512->256x256	93KB->28KB	-65KB
char-hero-sheet-walk4-b-r0c3.png	sprite cell	512x512->256x256	93KB->28KB	-65KB
char-hero-sheet-walk4-b-r1c0.png	sprite cell	512x512->256x256	94KB->28KB	-65KB
char-hero-sheet-walk4-b-r1c1.png	sprite cell	512x512->256x256	91KB->27KB	-64KB
char-hero-sheet-walk4-b-r1c2.png	sprite cell	512x512->256x256	88KB->27KB	-61KB
char-hero-sheet-walk4-b-r1c3.png	sprite cell	512x512->256x256	87KB->26KB	-61KB
char-hero-sheet-walk4-b-r2c0.png	sprite cell	512x512->256x256	83KB->25KB	-58KB
char-hero-sheet-walk4-b-r2c1.png	sprite cell	512x512->256x256	80KB->24KB	-56KB
char-hero-sheet-walk4-b-r2c2.png	sprite cell	512x512->256x256	80KB->24KB	-56KB
char-hero-sheet-walk4-b-r2c3.png	sprite cell	512x512->256x256	80KB->25KB	-56KB
char-hero-sheet-walk4-b-r3c0.png	sprite cell	512x512->256x256	100KB->30KB	-69KB
char-hero-sheet-walk4-b-r3c1.png	sprite cell	512x512->256x256	100KB->30KB	-70KB
char-hero-sheet-walk4-b-r3c2.png	sprite cell	512x512->256x256	99KB->30KB	-69KB
char-hero-sheet-walk4-b-r3c3.png	sprite cell	512x512->256x256	102KB->30KB	-72KB
char-jumper-sheet-back-r0c0.png	sprite cell	512x512->256x256	288KB->79KB	-209KB
char-jumper-sheet-back-r0c1.png	sprite cell	512x512->256x256	286KB->79KB	-208KB
char-jumper-sheet-back-r0c2.png	sprite cell	512x512->256x256	270KB->75KB	-196KB
char-jumper-sheet-back-r1c0.png	sprite cell	512x512->256x256	274KB->76KB	-198KB
char-jumper-sheet-back-r1c1.png	sprite cell	512x512->256x256	274KB->76KB	-198KB
char-jumper-sheet-back-r1c2.png	sprite cell	512x512->256x256	285KB->79KB	-206KB
char-jumper-sheet-front-r0c0.png	sprite cell	512x512->256x256	261KB->71KB	-190KB
char-jumper-sheet-front-r0c1.png	sprite cell	512x512->256x256	258KB->70KB	-188KB
char-jumper-sheet-front-r0c2.png	sprite cell	512x512->256x256	263KB->72KB	-192KB
char-jumper-sheet-front-r1c0.png	sprite cell	512x512->256x256	272KB->74KB	-198KB
char-jumper-sheet-front-r1c1.png	sprite cell	512x512->256x256	252KB->69KB	-183KB
char-jumper-sheet-front-r1c2.png	sprite cell	512x512->256x256	274KB->74KB	-199KB
char-jumper-sheet-rotation-r0c0.png	sprite cell	512x512->256x256	177KB->51KB	-126KB
char-jumper-sheet-rotation-r0c1.png	sprite cell	512x512->256x256	186KB->52KB	-135KB
char-jumper-sheet-rotation-r0c2.png	sprite cell	512x512->256x256	171KB->51KB	-121KB
char-jumper-sheet-rotation-r0c3.png	sprite cell	512x512->256x256	188KB->52KB	-136KB
char-jumper-sheet-rotation-r1c0.png	sprite cell	512x512->256x256	174KB->51KB	-124KB
char-jumper-sheet-rotation-r1c1.png	sprite cell	512x512->256x256	173KB->51KB	-123KB
char-jumper-sheet-rotation-r1c2.png	sprite cell	512x512->256x256	172KB->50KB	-122KB
char-jumper-sheet-rotation-r1c3.png	sprite cell	512x512->256x256	172KB->50KB	-122KB
char-jumper-sheet-rotation-r2c0.png	sprite cell	512x512->256x256	172KB->49KB	-123KB
char-jumper-sheet-rotation-r2c1.png	sprite cell	512x512->256x256	170KB->48KB	-122KB
char-jumper-sheet-rotation-r2c2.png	sprite cell	512x512->256x256	164KB->47KB	-118KB
char-jumper-sheet-rotation-r2c3.png	sprite cell	512x512->256x256	177KB->49KB	-128KB
char-jumper-sheet-side-r0c0.png	sprite cell	512x512->256x256	325KB->89KB	-235KB
char-jumper-sheet-side-r0c1.png	sprite cell	512x512->256x256	341KB->94KB	-247KB
char-jumper-sheet-side-r1c0.png	sprite cell	512x512->256x256	332KB->91KB	-241KB
char-jumper-sheet-side-r1c1.png	sprite cell	512x512->256x256	341KB->93KB	-247KB
char-jumper-sheet-walk4-a-r0c0.png	sprite cell	512x512->256x256	102KB->31KB	-71KB
char-jumper-sheet-walk4-a-r0c1.png	sprite cell	512x512->256x256	101KB->30KB	-71KB
char-jumper-sheet-walk4-a-r0c2.png	sprite cell	512x512->256x256	100KB->30KB	-69KB
char-jumper-sheet-walk4-a-r0c3.png	sprite cell	512x512->256x256	101KB->30KB	-70KB
char-jumper-sheet-walk4-a-r1c0.png	sprite cell	512x512->256x256	103KB->31KB	-72KB
char-jumper-sheet-walk4-a-r1c1.png	sprite cell	512x512->256x256	102KB->31KB	-71KB
char-jumper-sheet-walk4-a-r1c2.png	sprite cell	512x512->256x256	98KB->30KB	-68KB
char-jumper-sheet-walk4-a-r1c3.png	sprite cell	512x512->256x256	101KB->30KB	-70KB
char-jumper-sheet-walk4-a-r2c0.png	sprite cell	512x512->256x256	100KB->31KB	-69KB
char-jumper-sheet-walk4-a-r2c1.png	sprite cell	512x512->256x256	93KB->29KB	-64KB
char-jumper-sheet-walk4-a-r2c2.png	sprite cell	512x512->256x256	90KB->28KB	-63KB
char-jumper-sheet-walk4-a-r2c3.png	sprite cell	512x512->256x256	93KB->29KB	-65KB
char-jumper-sheet-walk4-a-r3c0.png	sprite cell	512x512->256x256	98KB->29KB	-68KB
char-jumper-sheet-walk4-a-r3c1.png	sprite cell	512x512->256x256	96KB->28KB	-67KB
char-jumper-sheet-walk4-a-r3c2.png	sprite cell	512x512->256x256	91KB->27KB	-64KB
char-jumper-sheet-walk4-a-r3c3.png	sprite cell	512x512->256x256	89KB->26KB	-63KB
char-jumper-sheet-walk4-b-r0c0.png	sprite cell	512x512->256x256	98KB->29KB	-69KB
char-jumper-sheet-walk4-b-r0c1.png	sprite cell	512x512->256x256	94KB->28KB	-66KB
char-jumper-sheet-walk4-b-r0c2.png	sprite cell	512x512->256x256	88KB->27KB	-61KB
char-jumper-sheet-walk4-b-r0c3.png	sprite cell	512x512->256x256	89KB->27KB	-62KB
char-jumper-sheet-walk4-b-r1c0.png	sprite cell	512x512->256x256	96KB->29KB	-67KB
char-jumper-sheet-walk4-b-r1c1.png	sprite cell	512x512->256x256	98KB->30KB	-69KB
char-jumper-sheet-walk4-b-r1c2.png	sprite cell	512x512->256x256	93KB->28KB	-65KB
char-jumper-sheet-walk4-b-r1c3.png	sprite cell	512x512->256x256	96KB->29KB	-67KB
char-jumper-sheet-walk4-b-r2c0.png	sprite cell	512x512->256x256	107KB->33KB	-74KB
char-jumper-sheet-walk4-b-r2c1.png	sprite cell	512x512->256x256	106KB->32KB	-74KB
char-jumper-sheet-walk4-b-r2c2.png	sprite cell	512x512->256x256	94KB->29KB	-65KB
char-jumper-sheet-walk4-b-r2c3.png	sprite cell	512x512->256x256	97KB->29KB	-68KB
char-jumper-sheet-walk4-b-r3c0.png	sprite cell	512x512->256x256	99KB->30KB	-69KB
char-jumper-sheet-walk4-b-r3c1.png	sprite cell	512x512->256x256	98KB->30KB	-68KB
char-jumper-sheet-walk4-b-r3c2.png	sprite cell	512x512->256x256	95KB->29KB	-66KB
char-jumper-sheet-walk4-b-r3c3.png	sprite cell	512x512->256x256	98KB->30KB	-68KB
char-prospector-portrait.png	gameplay cutout	768x768->384x384	1361KB->280KB	-1081KB
char-prospector-sheet-hover4-a-r0c0.png	sprite cell	512x512->256x256	126KB->37KB	-88KB
char-prospector-sheet-hover4-a-r0c1.png	sprite cell	512x512->256x256	122KB->37KB	-85KB
char-prospector-sheet-hover4-a-r0c2.png	sprite cell	512x512->256x256	125KB->37KB	-88KB
char-prospector-sheet-hover4-a-r0c3.png	sprite cell	512x512->256x256	134KB->38KB	-96KB
char-prospector-sheet-hover4-a-r1c0.png	sprite cell	512x512->256x256	128KB->37KB	-90KB
char-prospector-sheet-hover4-a-r1c1.png	sprite cell	512x512->256x256	123KB->38KB	-85KB
char-prospector-sheet-hover4-a-r1c2.png	sprite cell	512x512->256x256	138KB->40KB	-98KB
char-prospector-sheet-hover4-a-r1c3.png	sprite cell	512x512->256x256	128KB->38KB	-90KB
char-prospector-sheet-hover4-a-r2c0.png	sprite cell	512x512->256x256	127KB->36KB	-91KB
char-prospector-sheet-hover4-a-r2c1.png	sprite cell	512x512->256x256	114KB->35KB	-80KB
char-prospector-sheet-hover4-a-r2c2.png	sprite cell	512x512->256x256	114KB->35KB	-79KB
char-prospector-sheet-hover4-a-r2c3.png	sprite cell	512x512->256x256	118KB->35KB	-83KB
char-prospector-sheet-hover4-a-r3c0.png	sprite cell	512x512->256x256	123KB->36KB	-87KB
char-prospector-sheet-hover4-a-r3c1.png	sprite cell	512x512->256x256	125KB->37KB	-88KB
char-prospector-sheet-hover4-a-r3c2.png	sprite cell	512x512->256x256	122KB->37KB	-85KB
char-prospector-sheet-hover4-a-r3c3.png	sprite cell	512x512->256x256	132KB->38KB	-94KB
char-prospector-sheet-hover4-b-r0c0.png	sprite cell	512x512->256x256	126KB->37KB	-89KB
char-prospector-sheet-hover4-b-r0c1.png	sprite cell	512x512->256x256	127KB->37KB	-90KB
char-prospector-sheet-hover4-b-r0c2.png	sprite cell	512x512->256x256	123KB->37KB	-86KB
char-prospector-sheet-hover4-b-r0c3.png	sprite cell	512x512->256x256	137KB->39KB	-98KB
char-prospector-sheet-hover4-b-r1c0.png	sprite cell	512x512->256x256	117KB->35KB	-82KB
char-prospector-sheet-hover4-b-r1c1.png	sprite cell	512x512->256x256	120KB->35KB	-85KB
char-prospector-sheet-hover4-b-r1c2.png	sprite cell	512x512->256x256	122KB->36KB	-86KB
char-prospector-sheet-hover4-b-r1c3.png	sprite cell	512x512->256x256	121KB->35KB	-86KB
char-prospector-sheet-hover4-b-r2c0.png	sprite cell	512x512->256x256	105KB->32KB	-73KB
char-prospector-sheet-hover4-b-r2c1.png	sprite cell	512x512->256x256	118KB->33KB	-85KB
char-prospector-sheet-hover4-b-r2c2.png	sprite cell	512x512->256x256	110KB->32KB	-77KB
char-prospector-sheet-hover4-b-r2c3.png	sprite cell	512x512->256x256	118KB->33KB	-84KB
char-prospector-sheet-hover4-b-r3c0.png	sprite cell	512x512->256x256	123KB->36KB	-87KB
char-prospector-sheet-hover4-b-r3c1.png	sprite cell	512x512->256x256	132KB->38KB	-95KB
char-prospector-sheet-hover4-b-r3c2.png	sprite cell	512x512->256x256	133KB->38KB	-95KB
char-prospector-sheet-hover4-b-r3c3.png	sprite cell	512x512->256x256	119KB->36KB	-83KB
enemy-claim-jumper.png	gameplay cutout	1024x1024->384x384	1384KB->220KB	-1164KB
hero-homesteader.png	gameplay cutout	1024x1024->384x384	1292KB->212KB	-1081KB
icon-beacon.png	ui art	512x512->512x512	321KB->321KB	-0KB
icon-blast.png	ui art	512x512->512x512	382KB->382KB	-0KB
icon-damage.png	ui art	512x512->512x512	307KB->307KB	-0KB
icon-firerate.png	ui art	512x512->512x512	423KB->423KB	-0KB
icon-gold.png	ui art	512x512->512x512	411KB->411KB	-0KB
icon-mend.png	ui art	512x512->512x512	456KB->456KB	-0KB
icon-mobility.png	ui art	512x512->512x512	373KB->373KB	-0KB
icon-panning.png	ui art	512x512->512x512	449KB->449KB	-0KB
icon-plating.png	ui art	512x512->512x512	434KB->434KB	-0KB
icon-prospecting.png	ui art	512x512->512x512	369KB->369KB	-0KB
icon-range.png	ui art	512x512->512x512	320KB->320KB	-0KB
icon-volley.png	ui art	512x512->512x512	325KB->325KB	-0KB
node-gold-seam.png	gameplay cutout	1024x1024->384x384	1894KB->298KB	-1596KB
tavern-interior-backdrop.png	tavern backdrop	1536x1024->600x400	3942KB->549KB	-3393KB
terrain-bank-tile-b.png	terrain tile	1024x1024->448x448	2528KB->436KB	-2092KB
terrain-bank-tile-c.png	terrain tile	1024x1024->448x448	2462KB->431KB	-2032KB
terrain-bank-tile.png	terrain tile	1024x1024->448x448	2473KB->429KB	-2043KB
terrain-river-tile.png	terrain tile	1024x1024->448x448	2473KB->427KB	-2046KB
townsfolk-assay-clerk.png	gameplay cutout	768x768->384x384	1013KB->251KB	-762KB
townsfolk-elder.png	gameplay cutout	768x768->384x384	1110KB->269KB	-840KB
townsfolk-preacher.png	gameplay cutout	768x768->384x384	1015KB->243KB	-771KB
townsfolk-schoolteacher.png	gameplay cutout	768x768->384x384	1099KB->268KB	-831KB
townsfolk-storekeeper.png	gameplay cutout	768x768->384x384	1047KB->258KB	-789KB
townsfolk-tavernkeeper.png	gameplay cutout	768x768->384x384	1138KB->279KB	-859KB
townsfolk-youngster-a.png	gameplay cutout	768x768->384x384	972KB->243KB	-729KB
townsfolk-youngster-b.png	gameplay cutout	768x768->384x384	900KB->219KB	-681KB
ui-menu-backdrop.png	menu backdrop	1672x941->720x405	3319KB->566KB	-2753KB
ui-menu-panel.png	menu ui art	512x512->256x256	592KB->108KB	-484KB
ui-title-emblem.png	menu ui art	512x512->256x256	474KB->120KB	-354KB
