(node:62837) ExperimentalWarning: localStorage is not available because --localstorage-file was not provided.
(Use `node --trace-warnings ...` to show where the warning was created)
{"wave":0,"hp":100,"maxHp":100,"level":1,"gold":0,"threats":0,"worksHp":0,"works":{},"needsRider":false,"failures":[]}
{"wave":1,"hp":100,"maxHp":100,"level":1,"gold":30,"threats":9,"worksHp":0,"works":{},"needsRider":false,"failures":[]}
{"wave":2,"hp":100,"maxHp":100,"level":1,"gold":60,"threats":15,"worksHp":0,"works":{},"needsRider":false,"failures":[]}
{"wave":3,"hp":100,"maxHp":100,"level":1,"gold":40,"threats":15,"worksHp":50,"works":{"turret":1},"needsRider":false,"failures":[]}
{"wave":4,"hp":100,"maxHp":100,"level":1,"gold":70,"threats":21,"worksHp":50,"works":{"turret":1},"needsRider":false,"failures":[]}
{"wave":5,"hp":125,"maxHp":125,"level":4,"gold":90,"threats":25,"worksHp":100,"works":{"turret":2},"needsRider":false,"failures":[]}
{"wave":6,"hp":125,"maxHp":125,"level":7,"gold":85,"threats":25,"worksHp":150,"works":{"turret":3},"needsRider":false,"failures":[]}
{"wave":7,"hp":150,"maxHp":150,"level":9,"gold":50,"threats":25,"worksHp":208,"works":{"turret":4},"needsRider":false,"failures":[]}
{"wave":8,"hp":175,"maxHp":175,"level":11,"gold":50,"threats":27,"worksHp":312,"works":{"sentry_beacon":2,"turret":4},"needsRider":false,"failures":[]}
{"wave":9,"hp":175,"maxHp":175,"level":13,"gold":35,"threats":30,"worksHp":370,"works":{"sentry_beacon":3,"turret":4},"needsRider":false,"failures":[]}
{"wave":10,"hp":175,"maxHp":175,"level":15,"gold":40,"threats":32,"worksHp":434,"works":{"sentry_beacon":4,"turret":4},"needsRider":false,"failures":[]}
{"wave":11,"hp":175,"maxHp":175,"level":17,"gold":25,"threats":25,"worksHp":504,"works":{"sentry_beacon":5,"turret":4},"needsRider":false,"failures":[]}
{"wave":12,"hp":175,"maxHp":175,"level":18,"gold":105,"threats":25,"worksHp":504,"works":{"sentry_beacon":5,"turret":4},"needsRider":false,"failures":[]}
{"wave":12,"hp":175,"maxHp":175,"level":19,"gold":30,"threats":11,"worksHp":722,"works":{"sentry_beacon":6,"palisade":2,"turret":4},"needsRider":true,"failures":[]}
{"wave":12,"hp":175,"maxHp":175,"level":19,"gold":30,"threats":11,"worksHp":714,"works":{"sentry_beacon":6,"palisade":2,"turret":4},"needsRider":true,"failures":[]}
{"wave":12,"hp":175,"maxHp":175,"level":19,"gold":30,"threats":12,"worksHp":706,"works":{"sentry_beacon":6,"palisade":2,"turret":4},"needsRider":true,"failures":[]}
{"wave":12,"hp":175,"maxHp":175,"level":19,"gold":30,"threats":10,"worksHp":702,"works":{"sentry_beacon":6,"palisade":2,"turret":4},"needsRider":true,"failures":[]}
{"wave":12,"hp":175,"maxHp":175,"level":20,"gold":50,"threats":7,"worksHp":818,"works":{"sentry_beacon":6,"palisade":3,"turret":4},"offer":["pan_legend","wide_ring","quick_fuse"],"needsRider":true,"failures":[]}
{"wave":13,"hp":175,"maxHp":175,"level":20,"gold":80,"threats":27,"worksHp":934,"works":{"sentry_beacon":6,"palisade":4,"turret":4},"needsRider":false,"failures":[]}
{"wave":13,"hp":175,"maxHp":175,"level":21,"gold":70,"threats":15,"worksHp":1174,"works":{"sentry_beacon":6,"palisade":6,"turret":4},"needsRider":true,"failures":[]}
{"wave":13,"hp":175,"maxHp":175,"level":21,"gold":70,"threats":13,"worksHp":1166,"works":{"sentry_beacon":6,"palisade":6,"turret":4},"needsRider":true,"failures":[]}
{"wave":13,"hp":175,"maxHp":175,"level":21,"gold":70,"threats":13,"worksHp":1158,"works":{"sentry_beacon":6,"palisade":6,"turret":4},"needsRider":true,"failures":[]}
{"wave":13,"hp":175,"maxHp":175,"level":21,"gold":70,"threats":12,"worksHp":1150,"works":{"sentry_beacon":6,"palisade":6,"turret":4},"needsRider":true,"failures":[]}
{"wave":13,"hp":175,"maxHp":175,"level":21,"gold":70,"threats":11,"worksHp":1142,"works":{"sentry_beacon":6,"palisade":6,"turret":4},"needsRider":true,"failures":[]}
{"wave":13,"hp":175,"maxHp":175,"level":21,"gold":70,"threats":9,"worksHp":1134,"works":{"sentry_beacon":6,"palisade":6,"turret":4},"needsRider":true,"failures":[]}
{"wave":13,"hp":175,"maxHp":175,"level":21,"gold":70,"threats":10,"worksHp":1126,"works":{"sentry_beacon":6,"palisade":6,"turret":4},"needsRider":true,"failures":[]}
{"wave":14,"hp":175,"maxHp":175,"level":21,"gold":100,"threats":27,"worksHp":1250,"works":{"sentry_beacon":6,"palisade":7,"turret":4},"needsRider":true,"failures":[]}
{"wave":14,"hp":175,"maxHp":175,"level":22,"gold":120,"threats":19,"worksHp":1506,"works":{"sentry_beacon":6,"palisade":9,"turret":4},"needsRider":true,"failures":[]}
{"wave":14,"hp":175,"maxHp":175,"level":22,"gold":120,"threats":19,"worksHp":1498,"works":{"sentry_beacon":6,"palisade":9,"turret":4},"needsRider":true,"failures":[]}
{"wave":14,"hp":175,"maxHp":175,"level":22,"gold":155,"threats":19,"worksHp":1622,"works":{"sentry_beacon":6,"palisade":10,"turret":4},"needsRider":true,"failures":[]}
{"wave":14,"hp":175,"maxHp":175,"level":22,"gold":155,"threats":20,"worksHp":1614,"works":{"sentry_beacon":6,"palisade":10,"turret":4},"needsRider":true,"failures":[]}
{"wave":14,"hp":175,"maxHp":175,"level":22,"gold":155,"threats":20,"worksHp":1606,"works":{"sentry_beacon":6,"palisade":10,"turret":4},"needsRider":true,"failures":[]}
{"wave":14,"hp":175,"maxHp":175,"level":22,"gold":155,"threats":21,"worksHp":1598,"works":{"sentry_beacon":6,"palisade":10,"turret":4},"needsRider":true,"failures":[]}
{"wave":14,"hp":175,"maxHp":175,"level":22,"gold":155,"threats":20,"worksHp":1590,"works":{"sentry_beacon":6,"palisade":10,"turret":4},"needsRider":true,"failures":[]}
{"wave":14,"hp":175,"maxHp":175,"level":22,"gold":155,"threats":21,"worksHp":1582,"works":{"sentry_beacon":6,"palisade":10,"turret":4},"needsRider":true,"failures":[]}
{"wave":14,"hp":175,"maxHp":175,"level":22,"gold":145,"threats":20,"worksHp":1706,"works":{"sentry_beacon":6,"palisade":11,"turret":4},"needsRider":true,"failures":[]}
{"wave":14,"hp":175,"maxHp":175,"level":22,"gold":145,"threats":20,"worksHp":1698,"works":{"sentry_beacon":6,"palisade":11,"turret":4},"needsRider":true,"failures":[]}
{"wave":14,"hp":175,"maxHp":175,"level":22,"gold":145,"threats":21,"worksHp":1690,"works":{"sentry_beacon":6,"palisade":11,"turret":4},"needsRider":true,"failures":[]}
{"wave":14,"hp":175,"maxHp":175,"level":22,"gold":135,"threats":20,"worksHp":1814,"works":{"sentry_beacon":6,"palisade":12,"turret":4},"needsRider":true,"failures":[]}
{"wave":14,"hp":175,"maxHp":175,"level":22,"gold":135,"threats":19,"worksHp":1806,"works":{"sentry_beacon":6,"palisade":12,"turret":4},"needsRider":true,"failures":[]}
{"wave":14,"hp":175,"maxHp":175,"level":22,"gold":135,"threats":19,"worksHp":1798,"works":{"sentry_beacon":6,"palisade":12,"turret":4},"needsRider":true,"failures":[]}
{"wave":14,"hp":175,"maxHp":175,"level":22,"gold":125,"threats":18,"worksHp":1926,"works":{"sentry_beacon":6,"palisade":13,"turret":4},"needsRider":true,"failures":[]}
{"wave":14,"hp":175,"maxHp":175,"level":23,"gold":125,"threats":18,"worksHp":1918,"works":{"sentry_beacon":6,"palisade":13,"turret":4},"needsRider":true,"failures":[]}
{"wave":15,"hp":175,"maxHp":175,"level":23,"gold":115,"threats":37,"worksHp":2050,"works":{"sentry_beacon":6,"palisade":14,"turret":4},"needsRider":true,"failures":[]}
{"wave":15,"hp":175,"maxHp":175,"level":23,"gold":115,"threats":36,"worksHp":2042,"works":{"sentry_beacon":6,"palisade":14,"turret":4},"needsRider":true,"failures":[]}
{"wave":15,"hp":175,"maxHp":175,"level":23,"gold":110,"threats":33,"worksHp":2174,"works":{"sentry_beacon":6,"palisade":15,"turret":4},"needsRider":true,"failures":[]}
{"wave":15,"hp":175,"maxHp":175,"level":23,"gold":110,"threats":33,"worksHp":2166,"works":{"sentry_beacon":6,"palisade":15,"turret":4},"needsRider":true,"failures":[]}
{"wave":15,"hp":175,"maxHp":175,"level":23,"gold":110,"threats":33,"worksHp":2158,"works":{"sentry_beacon":6,"palisade":15,"turret":4},"needsRider":true,"failures":[]}
{"wave":15,"hp":175,"maxHp":175,"level":23,"gold":110,"threats":33,"worksHp":2150,"works":{"sentry_beacon":6,"palisade":15,"turret":4},"needsRider":true,"failures":[]}
{"wave":15,"hp":175,"maxHp":175,"level":23,"gold":110,"threats":32,"worksHp":2142,"works":{"sentry_beacon":6,"palisade":15,"turret":4},"needsRider":true,"failures":[]}
{"wave":15,"hp":175,"maxHp":175,"level":23,"gold":110,"threats":32,"worksHp":2134,"works":{"sentry_beacon":6,"palisade":15,"turret":4},"needsRider":true,"failures":[]}
{"wave":15,"hp":175,"maxHp":175,"level":23,"gold":110,"threats":31,"worksHp":2126,"works":{"sentry_beacon":6,"palisade":15,"turret":4},"needsRider":true,"failures":[]}
{"wave":15,"hp":175,"maxHp":175,"level":23,"gold":110,"threats":31,"worksHp":2118,"works":{"sentry_beacon":6,"palisade":15,"turret":4},"needsRider":true,"failures":[]}
{"wave":15,"hp":175,"maxHp":175,"level":23,"gold":110,"threats":28,"worksHp":2110,"works":{"sentry_beacon":6,"palisade":15,"turret":4},"needsRider":true,"failures":[]}
{"wave":15,"hp":175,"maxHp":175,"level":23,"gold":100,"threats":28,"worksHp":2242,"works":{"sentry_beacon":6,"palisade":16,"turret":4},"needsRider":true,"failures":[]}
{"wave":15,"hp":175,"maxHp":175,"level":23,"gold":100,"threats":24,"worksHp":2234,"works":{"sentry_beacon":6,"palisade":16,"turret":4},"needsRider":true,"failures":[]}
{"wave":15,"hp":175,"maxHp":175,"level":23,"gold":100,"threats":19,"worksHp":2226,"works":{"sentry_beacon":6,"palisade":16,"turret":4},"needsRider":true,"failures":[]}
{"wave":15,"hp":175,"maxHp":175,"level":24,"gold":90,"threats":19,"worksHp":2358,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":15,"hp":175,"maxHp":175,"level":24,"gold":90,"threats":17,"worksHp":2350,"works":{"sentry_beacon":6,"palisade":17,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":175,"maxHp":175,"level":24,"gold":130,"threats":34,"worksHp":2490,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":false,"failures":[]}
{"wave":16,"hp":175,"maxHp":175,"level":24,"gold":130,"threats":36,"worksHp":2482,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":175,"maxHp":175,"level":24,"gold":130,"threats":37,"worksHp":2474,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":175,"maxHp":175,"level":24,"gold":130,"threats":36,"worksHp":2466,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":175,"maxHp":175,"level":24,"gold":130,"threats":36,"worksHp":2458,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":175,"maxHp":175,"level":24,"gold":130,"threats":35,"worksHp":2450,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":175,"maxHp":175,"level":24,"gold":130,"threats":35,"worksHp":2442,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":175,"maxHp":175,"level":24,"gold":130,"threats":34,"worksHp":2434,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":175,"maxHp":175,"level":24,"gold":130,"threats":33,"worksHp":2426,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":175,"maxHp":175,"level":24,"gold":130,"threats":32,"worksHp":2418,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":175,"maxHp":175,"level":25,"gold":130,"threats":32,"worksHp":2418,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"offer":["wide_ring","spring_heels","sharpen"],"needsRider":true,"failures":[]}
{"wave":16,"hp":175,"maxHp":175,"level":25,"gold":130,"threats":32,"worksHp":2414,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":175,"maxHp":175,"level":25,"gold":130,"threats":27,"worksHp":2406,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":175,"maxHp":175,"level":25,"gold":130,"threats":27,"worksHp":2398,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":175,"maxHp":175,"level":25,"gold":130,"threats":24,"worksHp":2390,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":175,"maxHp":175,"level":25,"gold":130,"threats":24,"worksHp":2382,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":175,"maxHp":175,"level":25,"gold":130,"threats":22,"worksHp":2374,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":175,"maxHp":175,"level":25,"gold":130,"threats":21,"worksHp":2366,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":175,"maxHp":175,"level":25,"gold":130,"threats":21,"worksHp":2358,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":175,"maxHp":175,"level":25,"gold":130,"threats":21,"worksHp":2350,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":175,"maxHp":175,"level":25,"gold":130,"threats":20,"worksHp":2342,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":175,"maxHp":175,"level":25,"gold":130,"threats":21,"worksHp":2334,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":175,"maxHp":175,"level":25,"gold":130,"threats":20,"worksHp":2330,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":175,"maxHp":175,"level":25,"gold":130,"threats":18,"worksHp":2322,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":16,"hp":175,"maxHp":175,"level":25,"gold":130,"threats":17,"worksHp":2314,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":17,"hp":175,"maxHp":175,"level":25,"gold":130,"threats":32,"worksHp":2314,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":17,"hp":159,"maxHp":175,"level":26,"gold":130,"threats":24,"worksHp":2306,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":17,"hp":159,"maxHp":175,"level":26,"gold":130,"threats":20,"worksHp":2298,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":17,"hp":159,"maxHp":175,"level":26,"gold":130,"threats":20,"worksHp":2290,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":17,"hp":159,"maxHp":175,"level":26,"gold":130,"threats":20,"worksHp":2282,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":17,"hp":159,"maxHp":175,"level":26,"gold":130,"threats":20,"worksHp":2274,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":17,"hp":159,"maxHp":175,"level":26,"gold":130,"threats":19,"worksHp":2266,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":17,"hp":159,"maxHp":175,"level":26,"gold":130,"threats":19,"worksHp":2258,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":17,"hp":159,"maxHp":175,"level":26,"gold":130,"threats":18,"worksHp":2250,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":17,"hp":159,"maxHp":175,"level":26,"gold":130,"threats":17,"worksHp":2242,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":17,"hp":159,"maxHp":175,"level":26,"gold":130,"threats":16,"worksHp":2234,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":17,"hp":159,"maxHp":175,"level":26,"gold":130,"threats":15,"worksHp":2226,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":17,"hp":159,"maxHp":175,"level":26,"gold":130,"threats":16,"worksHp":2218,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":17,"hp":159,"maxHp":175,"level":26,"gold":130,"threats":16,"worksHp":2214,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":18,"hp":159,"maxHp":175,"level":26,"gold":130,"threats":34,"worksHp":2214,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":18,"hp":159,"maxHp":175,"level":27,"gold":130,"threats":32,"worksHp":2214,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"offer":["wide_ring","spring_heels","field_dressing"],"needsRider":true,"failures":[]}
{"wave":18,"hp":143,"maxHp":175,"level":27,"gold":130,"threats":26,"worksHp":2198,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":19,"hp":175,"maxHp":175,"level":28,"gold":130,"threats":33,"worksHp":2198,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":false,"failures":[]}
{"wave":19,"hp":175,"maxHp":175,"level":28,"gold":130,"threats":33,"worksHp":2182,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":19,"hp":175,"maxHp":175,"level":28,"gold":130,"threats":31,"worksHp":2166,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":19,"hp":175,"maxHp":175,"level":28,"gold":130,"threats":29,"worksHp":2150,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":19,"hp":175,"maxHp":175,"level":28,"gold":130,"threats":23,"worksHp":2126,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":19,"hp":175,"maxHp":175,"level":28,"gold":130,"threats":22,"worksHp":2118,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":19,"hp":175,"maxHp":175,"level":28,"gold":130,"threats":17,"worksHp":2102,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":19,"hp":175,"maxHp":175,"level":28,"gold":130,"threats":17,"worksHp":2094,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":19,"hp":175,"maxHp":175,"level":28,"gold":130,"threats":14,"worksHp":2078,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":19,"hp":175,"maxHp":175,"level":28,"gold":130,"threats":14,"worksHp":2070,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":19,"hp":175,"maxHp":175,"level":28,"gold":130,"threats":15,"worksHp":2054,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":19,"hp":175,"maxHp":175,"level":29,"gold":130,"threats":14,"worksHp":2042,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"offer":["wide_ring","spring_heels","field_dressing"],"needsRider":true,"failures":[]}
{"wave":19,"hp":175,"maxHp":175,"level":29,"gold":127,"threats":13,"worksHp":2150,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":19,"hp":175,"maxHp":175,"level":29,"gold":127,"threats":13,"worksHp":2142,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":19,"hp":175,"maxHp":175,"level":29,"gold":127,"threats":13,"worksHp":2134,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":19,"hp":175,"maxHp":175,"level":29,"gold":127,"threats":13,"worksHp":2126,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":19,"hp":175,"maxHp":175,"level":29,"gold":127,"threats":13,"worksHp":2118,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":true,"failures":[]}
{"wave":20,"hp":175,"maxHp":175,"level":29,"gold":127,"threats":11,"worksHp":2118,"works":{"sentry_beacon":6,"palisade":18,"turret":4},"needsRider":false,"failures":[]}
gr-sim speed: 0.52 waves/s
