old	new
00ee54cfdcba83342a4da3b5604724af5fe05e43	1551d1374ebd7c7f9e3fb6c1c5c253e0f4bb945b
00eeb60e7905d3b4f135b02336afd110f417d78b	c0f73e8af76b662fbb38a8631ca88c3d51f854db
00f178c5c56436724f2e377e621f51180b84908f	a25c2b333b0de5752b00734e75abc97af74fb0e0
00f17d57ba80b22290d790f83deed6127de8a63f	e608adcd19d8589df37aa4063ad9b19b996805b0
00f5d464fc6b232dec4253506e45635db0f7f70f	445ba24d2454ca91671f3b5ca2d36656f5f0840e
00fc9b853eacebce1a046648a1af8bdb24f5c300	81426d391549053a081f704e783dc2c7328af497
00fe0b72a4935f03e72ff204f0bc1c59cefb78b7	488d0beb3bdd4f989122b0117efa599268dd6afd
00fe29145585678033720db6e1f5a7103b8813f5	710c4fe684bad6aed3f9c3aba4facfa847cac7c5
0103a1abcd3c67fdb0a85bb6255b482417690737	bf35a5d03b7e6f5c858472ebe9609857b9594c38
0106baa25f1a7e388b8ee4c7f5a9ed0f039d9d60	871eea104d254ececb2cd03d44d2095dd78c7d2a
0109a90e57a5720a6032eaa53766f1b6c023779d	2be87746b99c453a6d670dadb5471a51415e86b8
010ae71fba8fde03dc823dc7cdb497c61ecc8086	4b32a91899a27ab4a837241fb2ff2620ba4e2bdb
010cfeb48ab862b4463ae1ba84c479e9754f0a6a	303c3b9571672fd83e5ac3b8ebbdcc2db2bd0ef2
0119fbcedc97409c4a4008b9902035396a127be3	e83b9476d712be1d540538d1362c3425300eb147
011c87ab5f1776e4191fa6cdc054c4de74d8e0aa	16e88f2083d19e752d5f9e5fac99d162f4f260c6
011e85fc1852a120ed256d8672f4963909c3a49c	6e1113c785c7c6fa7063db7cdce3ccc60fd2b22c
0120ddb9d691e0988525437886f924c303a48298	6894207a79bbddcac8e191392fa41da2592d161f
0128860b16c04619a4e80268c4acab082202b184	5d21772c76137607698c96e1d7aaff89e5dbc5c0
012a82d350cdbe852246ec51f824df80a6f84b52	0db02b5c9781c163dd721ac2028b9079c721d311
012f18392fe423405570316569ecc068d7c8d38d	240aa00e05785a805f042eb73622041f1cda16b3
0135e0887dd09a83571ad980a97c186d72a7619f	410ff6e3b722bc9a6be2d7ef64aeb8802b7c674d
01381e660b1c7254ad62f0678b8b823624f5077a	b2c35f2d5c79cee3fcc2476e3d34fe7e0e586189
013b23115907cb9bf1bcdf1be785723b9deb1fab	d91673986eec87a35ab7e05424d13ed1dcc06cec
01414a2adc1e076757eaa7dc403b980fbf5b3d1f	50e6c10f2abbfc81c8d531b8116b4ad3a480ac9a
0141fc1eb8a656e6b0e6880f3f3641c8dfd002a5	c07d75adc8fdb681228577561ef72aaadbb7d728
0149cd24046e584b9d5c78e7b6987014645798bc	b50c504efd81f43e5bb562095780b730d8057133
01506cbde0fe2a384a96c73b46af34b783910785	ea86b0c3f8d0da06ebb0ff2198b63d40e88fdd11
0151d3a572b42b3e0bdafcd15a0cff9c18de1792	1e592065484f48b6ffe609f9ceb5995718fddd9a
0167c4e1e087c58a8ed716849e566c63709a7f08	6228437d0a05e82ee9cb04225024ff875c2e91d8
0167f958ed047ef6e3f3675fb7548526ad45ecb6	24c44ebed7a53dc9637f5c35a318fabe0929d72c
01689e113a903f52c1a31f88c9cc6f1a95238e20	f1e696299ea95f3ea2c42e90341d5b0bc4b3acad
016b2fd9b78a2c72b33daa04cbce6e9abae6fa88	5645cf77c85700d5b585c869ebb588008c8e82d6
01746d927d92e8bbff2c971f4eb92a825eecf3d9	fc3bd3b64727a2fd29d3335a7575de3df9021c01
017579b5036a76c009f3b922cc1914c0ddd2d072	a6e8726af29703fbed30ccda0292b88276ca9f39
01766f47cbeadcdeccfd5adfbc17e0ee868508d1	7468210d4baaed738c91c4d5bd110211b5226ace
017c9ae9d686f758050970af78d287b71e42f7dd	a284b6164aae9735be06bbdda053b31c4f1b39db
0180276abce12240f77bf323ca73dfa2a2e741be	d8c2e267d37b39fdf0c83568972b449ecdf0ddb0
018066587173726bdebcf211ddc1661b8a39dd78	6eb3c5dc418510c91763fe27d843d8894fc35186
0180b01383e34b0da2022680d6110427d21bbd71	d73f9397e7d5ba866032e2a59cdded5271579af1
0183ba56cecbbbbde783f75fa6ab9ac5d33accc4	388ad7e1f9465a6cf292d23b565d76977bb3e4a6
01900e0c13e41644926b272e6cb934632bd70824	4691c91edbfce435cc4cb69bb3736bfefd689900
0195da9f146dd367db2b408f31d5fb7c5adb5598	7f5b8017fc83d52238253c23a6c49d91ed56187a
0197046c829b5f5324e59dd230d8ca547387d95f	8c006ec2008431da03bfe8bc7006eca8f6d8bbf5
019ce7a46d714d9f45027c38e5d078bef41616a5	e4cc09be95ccead04febd207d284f5d04a7b8996
019e943a59832119160aaa8c9070adbc8710523a	bdd2264043d4ae9b73e2f19c7192d4587dffe787
01a6767bec7b646f2de98fe88c7f31522c8b04a3	4b8dc3b565d04dd5a055cc69401346cb222ef400
01aa3f2aeeb93709afe6f5f206424915ca31c96b	44b6d876b6d47bffe09f23e1fab5d325cd3e2ff4
01be00d7bb67a2e07f7a8870bdbe11859424834d	3e46cdbd1b5d508f2353ca032f1b4f086a512050
01bf957c3180e2ba0714735aada38334b67ee654	7421ee3abd0dc43d37873cc35b2e5c4b871e0241
01c09ba8fdde1c5b666cc76e1f7d54b95d105eb8	1717e6806208501ab8afb4b3b47d392e85daaa61
01c0eaa17d07971ff523ba238684d3cf1ada4bcd	48393e6da702d4111e867b03d42339abe2e640f9
01ca7bbff3b61752fede8572b1e7fd848b03882d	540987cf9099bfd2283952daf60837b42dd77de6
01caa10e293e9ca137eeb299c2932ac80f73fb1a	7964c60dfb78c44c15c79ba1a816e56dbf6ce3bf
01cad9ddaf94dc4379c5bb6abc72e93ec761bdc3	c7a47a167ee8c0ccc440b0d63f0c2ebed399f9a8
01cb2de6dde41802b1f16cd13b721647bd2fcddd	2d53571fdce59caaa3ef4671692b20299371528e
01cbcb949060db44176bd5f97043f98ff4f882ff	32ea34d51ab832b25233a6d3871db75e0d331189
01ceb0ffc9db7dfdeed33286643bf7a9f33d2b0e	9ea66316589718fa4b97fb03c848aa40f79ef860
01dd6d0efbe61e8f250fc98f11b0172865d1ad12	3e3625685c6dcc9a749ddfc4054ff96e67fea59c
01de755cede95a78ab561d2fd08e21a4677e797d	2c25a5613ad02b73d61c11a829d9aa99ba209630
01df9d6594328ca76d1dfdc91996cfe241adb5b1	994a0a0fd00b1d511971577c4ad207f881034114
01e5d3b6fb68cf86c92bbe4c2fad303f6fc2b07f	31014b6f3c239b544b7701afea7e0db31e2b67f1
01e71d59d766754204de4a3825963e0bda00d023	52285394de56245f1c4246a18d2742032cbf5e7e
01eb78a390a86a0acd181a8ee42c12bdcee248b7	e07ebf6e52d65128490a013c8f209135f236eb79
01ec95301ccd6349194c7b826caddbbd0b52dbb3	55dc253e32129e88c20765e9bc17756512526ad5
02009c72a0e7d825b03c3312c32564e85b7389c0	10936bb4fd7b53f45cf5386fa01e5103eef4f870
020373c1188fbddc47b2d7cffb0c9ce602b25a76	be9d9457743dc2d7634fbe31538eb14eed673b78
0204399ce69b18e24fd3568eb2070d59d96f1bd7	127b3beeae3737e6516d99e6f11e42c99d2cc328
020c764e5a7304a9a2dc492e09e0dd774fc3fa3a	7a309a5e5c3518dbce51f605f85ff95f98ad489f
020f62c0baca26034290f1a7a7806e0c3b1e4962	7f3b80f2661db8d9c1dedead5904d15211b53cb6
021576ff1e5452436b64d98cc21638faabd09c0d	47a8b6de20cf0ef078112d8d9dc8e874a7690ba9
0216ae8a435932f0853bc7d57a658682004cb918	c66b2a6002565faa2e3bcf57979412c7c83469c9
02181f8e400b79a3a46918b633b2522551883ca9	d4e547cf45719235191db8e2963714d029f5bda0
021917aaeafa362ac61956d70e12f7d40e6c705f	e77adb8b570a277159f644ac20ca4e2ce65baf97
022c842ecd568cc1b2b125111a9bcbc448523c3e	46f31b9e0aac9cd2bd251be111b1859b601d7358
022e5fd9f3a1426474323a081b28a98802a29070	56ab99d8457b435f2eee40c58cbe9a302032a24c
0231204a68636154fd7261ee36f9a49f2eb8a06e	585ad5ff3d8706428b7bb49153302cfadd2695c8
02355193f2935228633f264ac95750234bb42629	f762e35e18edd9c3c1eaa34935d1f2f3ea0063b3
02365324878078390bd87829cac0ca1d93822bd1	b6f56f6bbda6f21195e5300c1432977abbf2aeb2
023abf30c0fbccec254c3eb0c8819ee473bfcb64	753073290edb92f47dcffa4b9bd9b2c949b95d5d
024c6c53d8610334b32d59f274ff715ad3526021	8cd5d7edc91910cb546e81d0eee329c41b906373
024e661e41caf8cbe871ef75207d6389e210c399	a49d14a4b853624a99b3501d871b210030bedde1
025381a42d0a9fcf01a06c8143a98c04fbdcf90d	196c811d1d802a2354c3803e1831639729569ed5
02625c0a61267ca8cc489b49d94b02c1975ef573	e2688ceb4ef9ab1852dbc0b1b21a0204fa77dcd0
026fcb996041234182d31c524a04be44804a5f77	13218055515760a584e5c9d544646e6481fa57a6
02738198ddb6adb2369c2ded105d644296e60b40	27b32945c967d6c7a99314322b219db0e0c05483
0274a4633b7540a90cb8ef904cd11483d96a6036	1d5ae6c1fbddb358b7b8323a0824413ce304eb82
0276cd653814061af41d0ca6457698df393c1ee7	d2a81d92a6e6681237255107c765964e91884ff3
0277dc0795789560264f65d164fe15dff3c1e1c9	04e6dc93c3968c29e6afedf4acd6680be5631dd7
028023c2141d3fb2f06939742bb61fbf06ec34d9	1d969143537981ba3b08ed918754ed5629742989
028a783e027fb769ac9e578a388833f5be67564a	a3fc5a78f71d88b8239aaf0039f2ac0fbd61977a
028cb53345a72b66b2390940531540847fe2e20d	723f7dfac1d7cde3e46bbd00ce0281ff097f4228
02901321722015dbac9b6e3ccfc22c6d92ac54fc	b15e38608d06363f9ca2182a522d8e7b9cc6e8b6
02908c9b5f51c7eee3d1fa01cdb251b3bf3e5e52	bcc4b8c1dd6087e47d5a925811ddad0b4bf2e968
02975983be6f1ad7f26747c793315a2731a996bf	749eb411c8e0b79a06e4eeefa4c1d1b1eebe1b27
02996b26f26f63a07e3599c939b71a0f3b851aec	6adb446c9e8a1ccb1db17576fc3f3403cdc5cd4c
0299f5d9bcb6cbf23fd640ffd7f7d1a6cfb1f2a6	87ff6f05b0e10ae4e46a571cebad384db4e1ae99
02a2ec02cb1207e5f1f31da20d13a3568ebd9f0e	119fc6be3118bfb3ebb65083c62905a2d39f1cb2
02a91ddaed60de0686668474dd252190b2ab437a	2af59ae6132baf0249e1369da144dd2574b1e1aa
02bea28c0e4052182760e55442c3d738ee5d2c72	729f99633d59f17ac3aa81cc5db2891b9149d9f6
02c9af8165c4d60b0c7c32dc126f50408d7f588a	e23bd0d76fb2a12bfa55bcd2718a030321186531
02cfec28847f70e212162a699beaae87a7002955	2787c6a1df2bb21827b4b54a511f97ff5402c6df
02d0c4b4668bf000d85a742c932f93ecf47169fd	6c90b17fbd3909a86dae772ebdd7f05404c5ab9c
02d64c213a9813bf4c777401fbcf802d9ea02569	dab6b23139913f3f8709348f8071f794d26f49f4
02ddf315ae5d7c92ce07d876fef7c8d2c5706578	d852e369fca6f5411f131c4af2ae9f33fa2cd2ac
02df37c27c1414deca7f4bd1d7115c32f38aad77	a1bb92de539ccfd699138e902d8554e9a61765fb
02e6315fc24b827f4cb56fea55d015f23787174b	12565f9db78ae55fdb0ec1c031d30f36ba1a5a24
02ea9f7716e6288d065fc86439f6d4dde4c3231d	0a70972784609cc818d8fc3a4c94a03200af2e02
02f3aa679878de48128a0601a60b7d7957a1a2b4	e93b7fe29de3d98e3aaf7aa620609de06dd10255
02f715ad85aafe55a887c98f31d4b77b4d62d232	b01072f65bf1529dbdf5170f2a6414bb34fae72c
02f8b71f9315ad296d5baa14202ff8b30ae03a25	1019af07fa84601fadff2381fbff96688a5f37ac
02f92f780db88da24171a8f571e1fe59ade8c1fb	ecb9952bb7ff4c23492610bd102da23c428b8e9b
02f97c060990095dd61bd88ebdf9a44487acd221	532a7ffb5b4636abcb6b20eff8b26fce337d275d
02fb6c8cec7bd162d0326fa4cd3963bd86c6223a	4c3d62718331ca93cfe5f5640f627f307c1a983c
02fbafb21fb0a578da53e7345c5b5e8ab93d0103	064c51c998e3fa4f283425230183eab4361c1555
03009e657fa039edf68e2496b37ff665b3e28f0b	480fe6daa9b3badc65dc800bb156293f60515258
0305ce26176a5bd20ce7ac117f59d4ccac346617	761308de37126e94481159a6d37444910782d38b
0317c332f9ac43a411ed93a415e7d6333e006875	ef030d21557155d3122193cd1590455d71e25df1
031872e15fa06407be4c2170c458804a8dff2efb	8d743a10cda5898195b09a5d88411faa23d43dcc
031b61ff49ec8fbe5a30929408b1556432a05305	7e99efcd2ababf3c712217dc075e95a6fa07048f
031d34a9006e5429407f0e3fbc8dcbeb98e95eed	6614f31d39868ade742aa50ddab1b7483dfaa86b
0323579fc5002e8c1da6eab982bd9efb69402c3c	9515a2e3dce05afb851b0517f78e86c497e500ba
032c51d8b27e823e0eecb11bf9d1a581be62c54d	f0aa1aac3d2c67c80d7d04c2cd1fb620720d31de
032ccd3928849f95bc963921aecb51ae5560eeb7	6c7b11184a389fc7615d69fc8f00724b6bddd94e
032dfb0cf850e04f35f7498a04fb8757657c924b	d57d0037c60cb7ad9e6f71aec12db3498267b060
032eca5a274c66beccadfadfb2fc2c0a35ae9f04	7ed72bc0083f02e534ffb94433357ab13b2a01c0
0331a4b68c6c943fcc0230c7c43ff330a226aa13	37024331eb462f3438a310a93f69c322323b29b3
033c99139f4219e9974b324a2c95ff5328baeee0	8e5bcef40185944ed308b5091f1b9ee26f07bde5
033d67daaaa19a51ae602bbf55fdf780616fac09	d3330bd4424073c0657e3e434fb54b8fde56f96c
033eac3cd136fcc0d38214ad247d6c6bf832c5dd	6bc38c438b125bfbeed558d6ec6a9945e6cbc269
033ff4fdc96e25c857a3761179bb03cf7e8085c4	93c83eecf97920abebe840fadc5c87d927197312
0340775f852153e619e76ba00ce705323e5f19c2	401fb03da25e42c3f037b9b866579d7de77fb708
034b016fb67df536cb32602892e1a5c91400837c	38cfabe53ee9924eeffe13093a72ba8f6e4e0b1e
034cbec055157dbda474ce69205a9962bc7b92e2	196b28c0f1383cdfa1a91b529b464cec003fd4eb
035ffcc5d2d30a13ea0c66790966e6af566739c4	fe6830ef3afe741c4f1acca9dc800ece5d1adc2a
0361917ba5c9766e785bc93f873cbbb6eb030156	c7633e9c30945af1abbd1478580f45e32e70b738
0362a337740e554deb95d9e4c7b8f010234c36cd	70b058aaac5a10ead5caa306c85859cee6d5ed94
03669de9cc42ea8c1c05d7ede5fa2882a3ff967e	8b91d22d4238e8dd3db94aed2013e9bd33b07eb9
036bfb429e40902ea4da3cba214ebfa909e68e0f	e95b585932bb391ee74bc6e3dcd12fec256e1853
036cb6037f77528d36a309aff6cc3a90a93e7204	002a480c3fc210a32b3255e655ee438842b05017
037058e782e61d7769c210d280ac2620194e1661	a8cde30bbff4331d4a9e9e791bd4ad3b761c26df
037204ae109c52766b9bac64765cb837c8c60ba3	91c9058d0b4742afb58efe6d293933418e9bdb04
03817dab3c485c05ab635d693220ea86638da560	75c4ddf3b8cbde533b63d0c944f0556517462807
038916354c79b9750a23807b05c77b76f524b4bb	74bcce302dfd91e2ddd49d632869c25827e89cc5
03892979059c08119090a8c11f0620194ee70943	1530557b34c6ceb053aba19e51404159537f0edc
03908f5a3ce62a039102ac68cd3ee654b627ab70	6d03ef8e4d1c4b8dec380b1833c70c81c38cba45
0398598ec598a986412de8c8da65492c6d192640	a9702f224e8577e7e900bba6ee8328f76ecdbfe1
039af30d3cc3cc3f125bbaa218124c9c66436cc3	4d6c6f8bbf6c63ed22a18be777d7d8ce9672e94a
039fda04cd18abfac325fc87fa509305ab079e72	2cd09dc0e93de650c97b73284f86c0f30cd13cd1
03a719f87155af60db0d730e910e98472f43d159	8069b98a09454c79d4093b00c3e47b17ef83af08
03bce447dbfd14a028f52000adf594e6ac4484ab	43880cb6f4928e06ddf570daf7a00f22045500a5
03c43be7f049d359c09b109f889713f764322e76	c71d93cdb0ea79934cb46356dcaf201f52e2dd49
03cadc7a9cd72ab1beb7430cb5200149792c752d	baa5fb952cb1d16de223efea40a75cafc2031640
03d03a86f23c5cad43f11d81288e6e457618a1f1	84473392721ad990d34bfe90fe5bc45876fc1262
03d9fe1a1bcd6c771d085175b51bc6e02583b10d	ac555e02ac6015a56a9b58693b65621535c6ac89
03db6e94b34b6a9c7a58971922ffe7c0c4b3ebd5	072e3b1a42a2a4fe1e840510ec58c1f10ee6642d
03debeb8f216736db506040f1b2e9f229f8a9f8e	d5793bafa7e3dc3f0856a66ab9e8dc93eed80cb4
03e5a4902fa6fa368a9bf3ae12b9014fd293a5c0	bb962720fd692e0521ba7d00b55cf2b4fbbb9960
03e8e211528a8952aee8251f879c3a03ed6fcf7e	395ca73e469ad0dcbca2a610b926dba425a94256
03ef4af4473c4eeb735c409927c2f59bef3600e5	e5778745722002c79e6a0ccbfa092f37a9ab949c
03f153752e6b7f9801ffc0cc5f4c29083e97fa57	80e44a67f3d4ea11d8693cacf32675626df233bf
03f3139e9849e165f6fb7ecf2b0ee94922e2c5c0	160abba33713ab9a7f4099b768cbbbc266fbebd2
03f82071c69fac128b4b66c083146d42ddeb59c3	0190ea7f646072ec6302627df5b67794c7814203
040a727cb2ff5225831fe32b89724d3e830e1366	c9f4ea3e1e6986df7fee39c253a8aa556933927f
040e5ec3532d49f04608e266d6cfafd5086d692a	b296f56d7727f44d9d75e18d7ce38adb5f33cc47
040ff6c3a648ce582c8263ceb271cec389bbd663	37de07d01df02646afc0ec2dd14263d9fcb47f9a
041861052009c5ddacf40b8f9c9f2d4e61816207	fa2c64c43556dd0977c617b941d88c55456ab679
042173ee68860793f8d0751b6da6871798be0841	d5cc3db43e0b29673532f2c2e0883aca462691d0
04257fa9f8ca98d91f97b538c839b39a90f3aad4	611101e249b317fc66e77bafb362bad6b758cb7a
0428ea3a2dad90384b41a393f685bffa4cc9f236	9f59d7762d7b9a1634364499267a7e2be8de0013
0428fc5e847edc325773964f0d9bb9cf0ec94da3	41259d07ddc2ea307d2383ce6b7120f064df707e
042a7ae2cb7da2b24b5a72e9069c9e247270794f	6c493298bbcc1e32bd5cf12ca9e76c93226ca730
043034f090cf10537c7bedb29fdf177785f78618	665764294e8727581e1b103df8a4060990e114be
0437481507f03e247be0056639a545a70193250e	97553aa294445e6506e60bd25bf6bd11fb2edcdb
043f8525f60c0bae48a23b6b84503963d5fa82f5	da1ee3af29b1d4b61929188f0f0a14526838aecb
043fe1aa0239085bb940ff252abff0e0cdd302f0	d64b54f42e823323186a35f196e88e0193a2a9f0
044269f642b43a95cc352d42a71e074f250e459f	b7e9c605acae59cb540a79270b3bc56aa2f3690c
044749e3233ece617e94e2d0700ce066e0b36ac2	ad02255d8c2f6bdf2439f2c414719d378b6af495
0450a6eb8a46f12e464df2ff663f1e9ff8414854	810c68f5d5d552fc9d9ffba34c57913e238e5418
0451aab99d8195616017fd6144c423196a39d4d6	a4ad09edee8f713c5ea2e53156e4fa98a43041b3
0455cc85692472a1e1aa260bd847825d17451e94	de826c10cccf20f71827afea1ab96b8390c5ae44
0468f5b1384d13a4736fe82dd98ff54027da5a5b	23e5e6a58cce877210207eec41010637df9bd35e
046d13f717eb4c7b4129031ad5be6e984a662518	4daeb9de0e34994e757e72b89cee517e9d50a730
046f1ac4c64be271aa33ac1bf70c31cc10b32691	87672fad33ae1491dd8fb9fafa3b7137a7ce33ad
04702888b3456f01374baded7c8d4f4b069ba4e9	b2e2d154784262c7e70d8a3c8cc32fc3717e24d0
047322235f57ba4d218c6adcb74a0a516e0a04c3	8b7b803a857766c13497de757e11ffa8dee247d5
0474578047aa9d0d0e1feddf1c79e7c0fd7b181b	273c36d7cf188c3488efb7dcb1ff4c96da280db1
047bc0dbc2b3d70c9ccfa8bfbec9e30e6d482a42	ee2ecf81afa378b0e678192164a30a93cd641c6a
047c1e6e61db2928501b3f15b6ee4708a3fcc24d	22ba0282b624bd28b06bcd2ffedf3639f69ed147
047d0108637c2748c3ef5692dd2dcb5c2fe72693	649cbaf35e8a242d7f94096e30841e7dc38e9d35
048d1e8c5b71ef5fce2eec1abf55b7d849dba73b	19601b2da7d123ad2aa13d28bbe9cf8a359bcbe1
04a9b9642392225e6cc232e452be79ba21f0020e	9e42e0cf0d4ddf9fca260bfa09ae1f6acf3ddb87
04ad41923604ea6017ce86ea2c585a8687358788	4c4f0f8b4a71800bea0ba21a31905e8e65507ba6
04b62c4a796a226016f4e651d25c67518c5cf489	3bc54e7874eb9885ffc051923b6cd112ad0309da
04b83d452115b553c0c0ff0a92efd136b49be9e5	5823f3079b16d0d6f3d874675f414b20210b8762
04bc2e982d3e7ca575686f31dffd15757571c03b	a326b3167a8af2b05cc5526ea4f8c0a3f54ed2a6
04befab1b5b09c433e0905c65a8634d49a0ad849	58cabdac3cf73da8d9c8b5f20fda2ac2f2c74a8c
04c19185070f30c1533c0430981db871263dbcd8	132a63d20faaad8ade32aa4f28cb6798140b2b7c
04c7644749b5ac34e7522c130f9951a93f5bc720	a33d599bd5c7a81aa5e512c5b0845a97ecd487f9
04cb12fce50888b502945152fb992a8df6d7500b	8dc8bb7a3fb2f1981c8bca085a57cb3b0071de3a
04eae8ca46d6d6e5dccbc4b6ea6816e3327d4af7	482ea08cca1ce6a1231ef777f81d9c3022e6e28d
04ee88f541e86bad7609023541e650c314c21bb3	756c5b53b83430abbdbfece9e9184660559b7731
04f14bcd2489bfd16222adade82cac6d15d43559	a1d792dcf168e14410260b8cab0270ab058baf88
04f2c59f40ea33ea0ba2c416109b9e8c24bec35d	c6bf7721525c4433a3848e8c32990a14f44def44
04f93afae3fd1736e81a63fa1c4c3b6cb3c731d1	9991976b2a90e1edbe3e673f8c6d77b3553224bb
04ff696e1cc852a90a9fd2549d53c41707f274f7	3f7e8c7fafb94b6e264d7870d17259d32de14962
05134089f1f8bfe2c19568f80e56294ee3602f51	33bbc748ae80bcc57816de434343d27f8791dccf
0514df6d55bdc2426180617b144371ce25f05235	36e6abbfcb3224f26738df19dd00ab33dc698bcb
0517f7f13ee9eb368bca4a2aa84b4a44f48c68fb	b29f6805aef97ee6c7377fddced79277187d73b4
051f4db947c54a93b04beb71180eeaeabe9ce0a3	e9c6b14895ba33859181bf4451c918bae43c4f4f
